Date,INTC_Open,INTC_High,INTC_Low,INTC_Close,INTC_Volume,INTC_Return,IBM_Open,IBM_High,IBM_Low,IBM_Close,IBM_Volume,IBM_Return,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume,NFLX_Return,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,QQQ_Return
2011-07-06,8.537500,8.907500,8.527500,8.837500,42587468.000000,0.035139,91.040000,93.620000,90.940000,93.560000,5885900.000000,0.027680,40.950000,41.682900,40.642900,41.565700,4601274.000000,0.015035,36.042100,36.392100,35.842100,36.292100,45941054.000000,0.006936
2011-07-07,8.977500,9.477500,8.947500,9.317500,52502583.000000,0.037872,92.630000,93.120000,91.970000,92.330000,5905600.000000,-0.003239,41.918600,42.478600,41.661400,41.774300,3815962.000000,-0.003442,36.722100,37.262100,36.642100,37.092100,47471855.000000,0.010076
2011-07-08,9.047500,9.287500,8.897500,9.177500,35398285.000000,0.014369,91.340000,92.340000,90.860000,92.340000,4399900.000000,0.010948,41.180000,42.257100,41.017100,42.162900,2947761.000000,0.023868,36.602100,36.942100,36.272100,36.932100,63557052.000000,0.009016
2011-07-11,8.927500,9.067500,8.817500,8.937500,33849698.000000,0.001120,90.750000,92.000000,90.460000,90.840000,4766500.000000,0.000992,42.118600,43.071400,40.985700,41.534300,5265416.000000,-0.013873,36.312100,36.612100,35.662100,35.862100,49027209.000000,-0.012393
2011-07-12,8.707500,8.807500,8.327500,8.537500,50007068.000000,-0.019523,90.780000,91.220000,89.740000,89.900000,5036800.000000,-0.009694,41.704300,42.327100,40.971400,41.610000,5176039.000000,-0.002261,35.842100,35.972100,35.362100,35.422100,74839614.000000,-0.011718
2011-07-13,8.657500,8.817500,8.407500,8.567500,42949783.000000,-0.010396,90.750000,92.170000,89.850000,90.170000,4074800.000000,-0.006391,42.957100,43.541400,42.371400,42.675700,6989844.000000,-0.006551,35.842100,36.242100,35.452100,35.662100,74874843.000000,-0.005022
2011-07-14,8.647500,8.787500,8.297500,8.357500,46788165.000000,-0.033536,90.250000,91.950000,89.690000,90.080000,4613100.000000,-0.001884,42.785700,42.857100,40.751400,40.945700,5817396.000000,-0.043005,35.832100,36.082100,34.772100,34.992100,87546176.000000,-0.023443
2011-07-15,8.357500,8.647500,8.287500,8.457500,49459427.000000,0.011965,90.930000,91.790000,89.920000,91.390000,5347100.000000,0.005059,41.137100,41.392900,40.231400,40.990000,4049835.000000,-0.003576,35.622100,35.752100,35.212100,35.752100,66028079.000000,0.003649
2011-07-18,8.377500,8.517500,8.167500,8.367500,44741887.000000,-0.001194,90.580000,92.310000,89.430000,91.130000,8879700.000000,0.006072,40.351400,40.352900,39.177100,39.857100,4115003.000000,-0.012250,35.432100,35.692100,34.882100,35.442100,56074870.000000,0.000282
2011-07-19,8.527500,9.187500,8.527500,9.147500,54753038.000000,0.072706,94.590000,101.060000,94.500000,101.060000,13245600.000000,0.068400,40.571400,41.330000,40.562900,41.041400,2710539.000000,0.011585,36.032100,36.802100,35.992100,36.752100,62052558.000000,0.019982
2011-07-20,9.187500,9.307500,8.987500,9.077500,50688459.000000,-0.011973,99.690000,100.270000,98.850000,99.500000,5901100.000000,-0.001906,40.428600,40.700000,39.717100,40.200000,2839936.000000,-0.005654,37.082100,37.092100,36.402100,36.502100,52739532.000000,-0.015641
2011-07-21,8.437500,8.967500,8.257500,8.897500,79955477.000000,0.054519,99.440000,101.350000,98.750000,100.750000,4958400.000000,0.013174,40.214300,40.682900,39.301400,39.401400,3224700.000000,-0.020214,36.552100,37.222100,36.242100,36.892100,68512863.000000,0.009302
2011-07-22,9.027500,9.337500,8.867500,9.217500,44832131.000000,0.021047,100.490000,101.480000,100.110000,101.030000,4516100.000000,0.005374,38.998600,39.814300,38.650000,39.511400,3368345.000000,0.013149,36.872100,37.602100,36.822100,37.502100,42815631.000000,0.017086
2011-07-25,9.027500,9.367500,8.887500,9.117500,40525317.000000,0.009970,99.740000,100.810000,99.130000,99.550000,4987000.000000,-0.001905,40.081400,40.785700,39.628600,40.218600,5927440.000000,0.003423,37.032100,37.712100,36.922100,37.382100,48529815.000000,0.009451
2011-07-26,9.117500,9.237500,8.917500,8.977500,44620917.000000,-0.015355,98.790000,99.900000,98.500000,98.780000,4356200.000000,-0.000101,36.514300,38.327100,35.922900,38.130000,13834444.000000,0.044248,37.342100,37.732100,37.222100,37.522100,39980044.000000,0.004820
2011-07-27,8.737500,8.837500,8.437500,8.617500,58399123.000000,-0.013734,97.860000,98.760000,96.780000,97.200000,5806800.000000,-0.006744,38.510000,39.142900,38.171400,38.488600,5432174.000000,-0.000556,37.152100,37.192100,35.842100,35.992100,80470388.000000,-0.031223
2011-07-28,8.557500,8.967500,8.417500,8.637500,36120597.000000,0.009349,96.910000,99.120000,96.730000,97.650000,4478800.000000,0.007636,37.761400,38.672900,37.587100,38.088600,4038816.000000,0.008665,36.002100,36.832100,35.792100,36.092100,58384820.000000,0.002500
2011-07-29,8.437500,8.707500,8.307500,8.417500,51069048.000000,-0.002370,96.110000,99.280000,95.580000,97.700000,6665600.000000,0.016544,37.298600,38.102900,37.214300,37.998600,3312132.000000,0.018767,35.632100,36.512100,35.342100,35.902100,80660489.000000,0.007577
2011-08-01,8.657500,8.777500,7.987500,8.327500,50910802.000000,-0.038117,98.450000,99.540000,94.350000,96.600000,5842700.000000,-0.018791,38.362900,38.500000,36.965700,37.625700,3682112.000000,-0.019216,36.572100,36.722100,34.932100,35.632100,82943042.000000,-0.025703
2011-08-02,8.097500,8.277500,7.797500,7.807500,55681066.000000,-0.035814,95.800000,98.140000,93.710000,93.900000,5770400.000000,-0.019833,37.391400,38.228600,36.705700,36.742900,3330119.000000,-0.017344,35.362100,35.622100,34.112100,34.172100,88169457.000000,-0.033652
2011-08-03,7.897500,8.267500,7.647500,8.107500,60096024.000000,0.026591,93.520000,95.080000,91.260000,94.680000,6722000.000000,0.012404,36.785700,37.357100,35.875700,37.142900,3544388.000000,0.009710,34.272100,34.782100,33.252100,34.712100,100889185.000000,0.012838
2011-08-04,7.767500,8.107500,7.137500,7.147500,85405726.000000,-0.079820,92.350000,93.770000,87.030000,87.330000,11022300.000000,-0.054358,36.721400,37.181400,34.965700,35.110000,4728278.000000,-0.043882,33.882100,33.992100,32.072100,32.072100,127668030.000000,-0.053421
2011-08-05,7.297500,7.497500,6.507500,7.087500,100858985.000000,-0.028777,87.950000,90.070000,82.370000,88.830000,11871800.000000,0.010006,35.505700,35.838600,33.775700,34.444300,5391236.000000,-0.029894,32.692100,32.932100,30.222100,31.732100,207155015.000000,-0.029365
2011-08-08,6.537500,7.167500,6.377500,6.407500,135799832.000000,-0.019885,85.430000,89.210000,82.600000,82.820000,15804900.000000,-0.030551,32.850000,33.665700,31.642900,32.377100,5311524.000000,-0.014396,30.112100,31.022100,28.492100,28.492100,200442227.000000,-0.053799
2011-08-09,6.577500,6.917500,5.817500,6.897500,114488411.000000,0.048651,84.060000,87.650000,78.600000,87.210000,12517600.000000,0.037473,32.451400,34.300000,32.018600,33.971400,5237499.000000,0.046839,29.212100,30.982100,27.832100,30.932100,187346428.000000,0.058880
2011-08-10,6.567500,6.807500,6.067500,6.227500,94407307.000000,-0.051770,84.780000,85.830000,78.450000,79.140000,13993600.000000,-0.066525,33.357100,34.284300,33.020000,33.202900,3135985.000000,-0.004623,29.722100,30.942100,28.702100,28.762100,185264643.000000,-0.032299
2011-08-11,6.437500,7.297500,6.367500,7.057500,72778864.000000,0.096311,80.700000,85.370000,79.540000,83.330000,9175600.000000,0.032590,33.587100,35.100000,33.372900,34.732900,3059193.000000,0.034114,29.482100,31.592100,29.242100,31.002100,136166668.000000,0.051557
2011-08-12,7.077500,7.207500,6.857500,6.947500,54007020.000000,-0.018368,85.100000,85.980000,82.430000,84.800000,5187000.000000,-0.003525,35.291400,35.407100,34.581400,34.857100,2574101.000000,-0.012306,31.322100,31.802100,30.782100,31.472100,83147928.000000,0.004789
2011-08-15,7.047500,7.227500,6.927500,7.187500,45731911.000000,0.019865,87.920000,90.600000,86.990000,89.590000,7645400.000000,0.018995,35.095700,35.252900,33.744300,35.182900,3289639.000000,0.002485,31.672100,32.262100,31.432100,32.262100,68909831.000000,0.018628
2011-08-16,7.037500,7.367500,6.797500,7.087500,43908704.000000,0.007105,88.790000,88.790000,85.600000,87.840000,5585400.000000,-0.010699,34.904300,35.048600,33.700000,34.148600,2626611.000000,-0.021651,31.722100,32.252100,31.082100,31.802100,85249218.000000,0.002522
2011-08-17,6.877500,7.277500,6.697500,6.967500,49902117.000000,0.013086,88.170000,89.590000,86.490000,88.080000,5129700.000000,-0.001021,34.372900,34.440000,32.648600,33.177100,3676023.000000,-0.034789,31.882100,32.322100,30.922100,31.482100,82392323.000000,-0.012546
2011-08-18,6.447500,6.477500,5.847500,6.067500,90708660.000000,-0.058938,82.920000,83.060000,76.760000,80.430000,15082600.000000,-0.030029,31.914300,32.285700,30.711400,31.068600,4983881.000000,-0.026499,30.032100,30.042100,28.382100,28.852100,123427156.000000,-0.039291
2011-08-19,5.907500,6.257500,5.457500,5.487500,78566812.000000,-0.071096,78.770000,80.540000,73.730000,74.140000,14068600.000000,-0.058779,30.624300,31.571400,29.285700,29.315700,4676996.000000,-0.042731,28.332100,29.572100,27.892100,27.932100,94636409.000000,-0.014118
2011-08-22,5.847500,5.977500,5.557500,5.677500,48267650.000000,-0.029072,77.950000,78.280000,74.220000,75.580000,7249100.000000,-0.030404,30.338600,30.338600,29.050000,29.315700,4789402.000000,-0.033716,29.112100,29.142100,27.962100,28.112100,73249086.000000,-0.034350
2011-08-23,5.657500,6.007500,5.597500,6.007500,52980625.000000,0.061865,77.250000,81.190000,76.130000,80.920000,6923300.000000,0.047508,29.571400,31.392900,29.155700,31.362900,4195584.000000,0.060582,28.462100,30.182100,28.242100,30.182100,73885420.000000,0.060431
2011-08-24,5.877500,6.177500,5.667500,6.097500,53301648.000000,0.037431,80.730000,83.430000,79.950000,83.360000,6427000.000000,0.032578,31.291400,31.428600,29.928600,30.861400,4355241.000000,-0.013742,30.082100,31.322100,29.612100,30.592100,72624849.000000,0.016954
2011-08-25,6.127500,6.177500,5.697500,5.717500,50912306.000000,-0.066911,84.120000,85.130000,81.450000,82.180000,6751600.000000,-0.023062,31.112900,31.958600,30.631400,30.832900,3711557.000000,-0.008999,30.542100,30.802100,29.552100,29.732100,87828008.000000,-0.026521
2011-08-26,5.727500,6.267500,5.567500,6.067500,53159087.000000,0.059363,81.450000,85.930000,79.880000,85.740000,6438200.000000,0.052670,30.625700,31.785700,30.357100,31.698600,3646424.000000,0.035033,29.582100,31.212100,29.052100,31.032100,91102467.000000,0.049016
2011-08-29,6.237500,6.607500,6.127500,6.587500,40075776.000000,0.056112,87.180000,89.320000,86.960000,89.220000,5293400.000000,0.023400,32.424300,32.425700,31.750000,32.147100,2781124.000000,-0.008549,31.542100,32.572100,31.542100,32.512100,45637847.000000,0.030753
2011-08-30,6.487500,6.647500,6.217500,6.537500,38968649.000000,0.007707,88.660000,90.110000,87.480000,89.110000,4477700.000000,0.005076,32.071400,34.115700,31.928600,33.754300,4471196.000000,0.052474,32.292100,33.202100,32.012100,32.872100,61010777.000000,0.017961
2011-08-31,6.527500,6.707500,6.317500,6.427500,51712446.000000,-0.015320,89.890000,90.320000,87.310000,88.510000,6074200.000000,-0.015352,34.132900,34.554300,32.984300,33.572900,3924710.000000,-0.016406,33.192100,33.642100,32.502100,32.962100,60414738.000000,-0.006929
2011-09-01,6.577500,6.647500,6.287500,6.287500,40015788.000000,-0.044090,89.310000,90.280000,86.720000,86.930000,5463900.000000,-0.026649,33.504300,34.071400,33.218600,33.324300,2408760.000000,-0.005372,33.112100,33.542100,32.362100,32.462100,54397252.000000,-0.019630
2011-09-02,6.097500,6.227500,5.867500,5.937500,42315501.000000,-0.026240,84.290000,85.530000,82.600000,83.580000,4979100.000000,-0.008423,29.815700,30.698600,29.660000,30.444300,7932437.000000,0.021083,31.482100,32.512100,30.892100,31.182100,57515325.000000,-0.009529
2011-09-06,5.547500,5.877500,5.457500,5.837500,43935191.000000,0.052276,79.660000,82.150000,78.800000,81.710000,5761200.000000,0.025734,29.871400,31.278600,29.818600,31.252900,4015278.000000,0.046248,29.942100,31.262100,29.812100,31.192100,52714038.000000,0.041747
2011-09-07,6.317500,6.437500,6.157500,6.377500,44746818.000000,0.009497,83.880000,84.500000,82.760000,83.910000,6796600.000000,0.000358,31.641400,31.711400,30.365700,30.857100,4115655.000000,-0.024787,31.932100,32.552100,31.802100,32.542100,48134024.000000,0.019103
2011-09-08,6.347500,6.587500,6.107500,6.187500,42514844.000000,-0.025207,83.600000,86.180000,81.700000,81.850000,6027200.000000,-0.020933,30.580000,31.250000,29.972900,30.171400,3917895.000000,-0.013362,32.272100,33.062100,32.112100,32.292100,58323100.000000,0.000620
2011-09-09,6.047500,6.517500,5.957500,5.997500,60903723.000000,-0.008268,81.170000,81.790000,77.410000,77.970000,6743900.000000,-0.039423,30.031400,30.300000,29.027100,29.138600,4523101.000000,-0.029729,31.912100,32.142100,30.752100,31.082100,61973780.000000,-0.026009
2011-09-12,5.827500,6.587500,5.817500,6.577500,52493939.000000,0.128700,76.640000,79.040000,75.360000,79.020000,5247200.000000,0.031054,28.758600,30.090000,28.374300,30.007100,4541416.000000,0.043413,30.512100,31.802100,30.472100,31.762100,63296331.000000,0.040967
2011-09-13,6.617500,7.197500,6.507500,7.057500,59146857.000000,0.066490,80.240000,80.520000,78.140000,80.030000,4723800.000000,-0.002617,29.994300,29.997100,29.150000,29.821400,3123152.000000,-0.005764,31.982100,32.592100,31.702100,32.482100,56022963.000000,0.015634
2011-09-14,7.187500,7.697500,7.007500,7.407500,57622280.000000,0.030609,80.610000,86.260000,78.590000,83.840000,6980700.000000,0.040069,29.867100,30.178600,29.345700,29.815700,2592083.000000,-0.001721,32.752100,33.882100,32.222100,33.262100,78673909.000000,0.015572
2011-09-15,7.607500,7.957500,7.517500,7.837500,52815024.000000,0.030233,85.240000,86.760000,83.830000,86.690000,5464400.000000,0.017011,25.247100,26.485700,24.018600,24.178600,21203332.000000,-0.042322,33.872100,34.182100,33.292100,34.082100,73237998.000000,0.006200
2011-09-16,7.947500,8.387500,7.727500,8.267500,86159579.000000,0.040264,87.930000,89.590000,86.340000,89.590000,11048100.000000,0.018879,23.971400,24.000000,22.020000,22.170000,17172691.000000,-0.075148,34.152100,34.552100,33.992100,34.492100,88237758.000000,0.009955
2011-09-19,8.067500,8.357500,7.927500,8.227500,56889214.000000,0.019833,86.100000,90.470000,86.030000,89.730000,4755600.000000,0.042160,22.384300,23.284300,20.370000,20.535700,19856298.000000,-0.082585,33.802100,34.812100,33.332100,34.512100,70124446.000000,0.021005
2011-09-20,8.287500,8.767500,8.157500,8.497500,70490900.000000,0.025339,90.170000,94.030000,89.300000,91.320000,6209600.000000,0.012754,20.200000,20.425700,18.481400,18.575700,31977542.000000,-0.080411,34.802100,35.252100,34.132100,34.262100,61029727.000000,-0.015516
2011-09-21,8.477500,8.797500,8.197500,8.237500,64980276.000000,-0.028310,91.600000,94.270000,89.220000,89.620000,7043100.000000,-0.021616,18.625700,19.182900,17.860000,18.357100,22549699.000000,-0.014421,34.552100,34.832100,33.272100,33.282100,77312116.000000,-0.036756
2011-09-22,7.847500,8.197500,7.637500,7.907500,92916999.000000,0.007646,84.930000,86.570000,83.100000,85.220000,8195600.000000,0.003415,18.875700,18.985700,17.892900,18.361400,16403230.000000,-0.027247,31.832100,32.362100,30.652100,31.482100,146321114.000000,-0.010995
2011-09-23,7.687500,8.567500,7.517500,8.457500,72375633.000000,0.100163,83.590000,86.140000,82.360000,85.940000,5586600.000000,0.028113,18.292900,19.170000,18.217100,18.480000,10596315.000000,0.010228,31.042100,32.282100,30.992100,32.052100,83414943.000000,0.032536
2011-09-26,8.457500,8.737500,8.087500,8.537500,61885277.000000,0.009459,87.560000,91.300000,86.460000,91.110000,6745700.000000,0.040544,19.460000,19.697100,18.080000,18.888600,11549107.000000,-0.029363,32.322100,32.782100,31.112100,32.682100,93603881.000000,0.011138
2011-09-27,8.797500,9.277500,8.667500,8.837500,87165447.000000,0.004547,93.420000,96.220000,93.030000,94.310000,7638800.000000,0.009527,19.197100,19.284300,18.060000,18.212900,11089258.000000,-0.051268,33.602100,34.102100,32.882100,33.252100,79179940.000000,-0.010416
2011-09-28,8.907500,9.007500,8.597500,8.607500,73979521.000000,-0.033679,94.570000,97.350000,93.680000,94.150000,7732200.000000,-0.004441,18.362900,18.900000,18.081400,18.162900,7989701.000000,-0.010892,33.472100,33.872100,32.302100,32.432100,76105980.000000,-0.031071
2011-09-29,8.677500,8.897500,8.167500,8.507500,76270084.000000,-0.019591,96.290000,97.510000,92.130000,95.770000,6944300.000000,-0.005400,18.295700,18.347100,15.391400,16.170000,19378680.000000,-0.116186,33.262100,33.332100,30.872100,31.782100,109426566.000000,-0.044495
2011-09-30,8.227500,8.367500,7.627500,7.627500,62686359.000000,-0.072926,92.610000,94.870000,91.350000,91.470000,7807400.000000,-0.012310,15.602900,16.535700,15.375700,16.181400,10881437.000000,0.037076,31.082100,31.512100,30.362100,30.392100,98825248.000000,-0.022199
2011-10-03,7.477500,7.697500,6.867500,6.917500,94540577.000000,-0.074891,90.960000,94.520000,89.640000,89.890000,9042600.000000,-0.011763,16.448600,17.134300,16.088600,16.178600,8419882.000000,-0.016415,29.942100,30.752100,29.012100,29.042100,97378861.000000,-0.030058
2011-10-04,6.747500,7.567500,6.697500,7.517500,76710524.000000,0.114116,88.140000,91.670000,85.480000,91.340000,9200000.000000,0.036306,16.382900,16.714300,15.714300,16.414300,7180150.000000,0.001917,28.492100,30.192100,27.992100,30.092100,131718185.000000,0.056156
2011-10-05,7.547500,8.267500,7.357500,8.147500,70125922.000000,0.079497,91.170000,93.900000,89.280000,93.450000,5851700.000000,0.025008,16.512900,17.122900,16.000000,17.108600,7433134.000000,0.036075,29.972100,31.572100,29.562100,31.432100,104801156.000000,0.048712
2011-10-06,8.217500,8.347500,7.967500,8.327500,57701452.000000,0.013386,93.410000,98.590000,92.260000,98.290000,7180900.000000,0.052243,17.100000,17.750000,16.925700,17.605700,5766980.000000,0.029573,31.372100,32.342100,31.112100,32.332100,71302551.000000,0.030600
2011-10-07,8.367500,8.797500,8.207500,8.587500,58115778.000000,0.026292,98.920000,100.320000,98.240000,98.990000,6842600.000000,0.000708,17.571400,17.740000,16.714300,16.744300,5759632.000000,-0.047071,32.312100,32.562100,31.622100,31.972100,72159538.000000,-0.010522
2011-10-10,8.777500,9.187500,8.767500,9.177500,39356138.000000,0.045571,99.600000,103.230000,99.500000,103.220000,5784800.000000,0.036345,18.222900,18.357100,15.330000,15.945700,21615684.000000,-0.124964,32.882100,33.842100,32.792100,33.842100,47004919.000000,0.029195
2011-10-11,9.057500,9.297500,8.907500,9.287500,50500930.000000,0.025393,101.190000,102.600000,100.710000,101.600000,5330500.000000,0.004052,15.617100,15.848600,14.732900,15.522900,20133669.000000,-0.006032,33.712100,34.362100,33.602100,34.222100,60932863.000000,0.015128
2011-10-12,9.297500,9.577500,9.277500,9.417500,59148079.000000,0.012907,102.680000,104.600000,102.250000,102.720000,5338200.000000,0.000390,15.628600,16.605700,15.295700,16.231400,10288219.000000,0.038570,34.772100,35.132100,34.462100,34.502100,79665740.000000,-0.007765
2011-10-13,9.317500,9.757500,9.257500,9.687500,51030828.000000,0.039710,101.570000,104.100000,101.100000,103.420000,4399200.000000,0.018214,16.085700,16.995700,15.892900,16.715700,9838006.000000,0.039165,34.392100,35.092100,34.332100,35.022100,60512592.000000,0.018318
2011-10-14,9.737500,9.797500,9.547500,9.797500,43564514.000000,0.006162,104.790000,107.130000,104.330000,107.130000,5368200.000000,0.022330,17.352900,17.428600,16.342900,16.577100,7023553.000000,-0.044707,35.742100,36.092100,35.412100,36.082100,63791011.000000,0.009513
2011-10-17,9.617500,9.897500,9.437500,9.577500,46706897.000000,-0.004159,106.310000,106.760000,102.500000,103.190000,8790300.000000,-0.029348,16.558600,17.035700,16.461400,16.761400,5602449.000000,0.012247,35.802100,35.992100,34.872100,35.182100,59876571.000000,-0.017317
2011-10-18,9.467500,9.777500,9.357500,9.697500,76092331.000000,0.024294,94.600000,95.980000,92.850000,95.500000,15729400.000000,0.009514,16.750000,16.784300,15.797100,15.962900,5984343.000000,-0.046991,35.092100,36.192100,34.562100,35.892100,82054381.000000,0.022797
2011-10-19,10.307500,10.797500,10.157500,10.537500,139088104.000000,0.022314,96.280000,96.410000,93.610000,93.990000,6708300.000000,-0.023785,15.808600,16.298600,15.084300,15.631400,8617650.000000,-0.011209,35.612100,35.752100,34.582100,34.772100,62249710.000000,-0.023587
2011-10-20,10.167500,10.167500,9.647500,9.907500,79043195.000000,-0.025572,94.730000,95.840000,92.770000,93.850000,7513800.000000,-0.009290,15.721400,15.998600,15.582900,15.925700,3637599.000000,0.012995,34.712100,34.822100,33.692100,34.492100,73148003.000000,-0.006338
2011-10-21,10.157500,10.547500,10.097500,10.327500,65648579.000000,0.016736,95.710000,98.270000,95.350000,98.230000,8054200.000000,0.026330,16.241400,16.732900,15.848600,16.720000,6245737.000000,0.029468,35.072100,35.562100,34.682100,35.202100,57486149.000000,0.003707
2011-10-24,10.347500,11.087500,10.317500,10.887500,62735938.000000,0.052187,98.110000,99.990000,97.220000,98.850000,5890600.000000,0.007543,17.014300,17.182900,16.442900,16.977100,9831324.000000,-0.002186,35.422100,36.552100,35.352100,36.392100,57103919.000000,0.027384
2011-10-25,10.767500,11.147500,10.687500,10.927500,57790690.000000,0.014860,98.260000,99.570000,96.610000,96.960000,5373100.000000,-0.013230,10.700000,11.341400,10.607100,11.052900,44898530.000000,0.032981,36.172100,36.222100,35.122100,35.242100,62196194.000000,-0.025710
2011-10-26,11.097500,11.137500,10.637500,10.997500,56886862.000000,-0.009011,98.340000,98.880000,95.630000,98.570000,5387700.000000,0.002339,11.247100,11.631400,10.771400,11.342900,21131287.000000,0.008518,35.552100,35.682100,34.112100,35.172100,97288536.000000,-0.010689
2011-10-27,11.227500,11.497500,11.147500,11.427500,83197840.000000,0.017813,101.590000,103.600000,99.780000,102.480000,7057800.000000,0.008761,11.740000,11.817100,11.321400,11.551400,10140472.000000,-0.016065,36.542100,37.102100,35.932100,36.752100,83915697.000000,0.005747
2011-10-28,11.167500,11.327500,11.027500,11.277500,43816698.000000,0.009850,102.170000,104.670000,101.880000,104.050000,5009800.000000,0.018401,11.468600,12.094300,11.371400,12.020000,8233164.000000,0.048079,36.402100,36.912100,36.402100,36.842100,41412215.000000,0.012087
2011-10-31,10.867500,11.217500,10.787500,10.837500,42175376.000000,-0.002761,102.190000,103.510000,101.230000,101.230000,4710000.000000,-0.009394,11.948600,12.012900,11.635700,11.725700,5644171.000000,-0.018655,36.312100,36.542100,35.812100,35.852100,58495870.000000,-0.012668
2011-11-01,10.407500,10.647500,10.117500,10.197500,67174667.000000,-0.020178,98.150000,99.860000,97.340000,97.950000,5881200.000000,-0.002038,11.444300,11.571400,11.248600,11.441400,4708926.000000,-0.000253,34.462100,34.872100,34.022100,34.342100,97009399.000000,-0.003482
2011-11-02,10.317500,10.357500,9.847500,10.147500,55408445.000000,-0.016477,100.600000,101.850000,99.630000,100.520000,4136600.000000,-0.000795,11.528600,12.057100,11.444300,11.912900,5893436.000000,0.033334,34.912100,35.062100,34.282100,34.822100,60669463.000000,-0.002578
2011-11-03,10.297500,10.737500,9.787500,10.707500,56770260.000000,0.039815,101.730000,104.380000,100.620000,103.900000,4953500.000000,0.021331,12.018600,13.228600,11.685700,13.184300,13493279.000000,0.096991,35.262100,36.072100,34.612100,36.002100,76022925.000000,0.020986
2011-11-04,10.547500,10.577500,10.167500,10.247500,45578691.000000,-0.028443,102.870000,103.740000,101.340000,102.980000,3237600.000000,0.001069,13.067100,13.270000,12.535700,12.858600,12035448.000000,-0.015956,35.692100,35.952100,35.122100,35.752100,59209313.000000,0.001681
2011-11-07,10.207500,10.817500,10.137500,10.787500,50599598.000000,0.056821,102.820000,104.330000,101.350000,103.920000,3530800.000000,0.010698,13.000000,13.405700,12.854300,12.975700,6766715.000000,-0.001869,35.652100,36.152100,35.072100,36.112100,58383450.000000,0.012902
2011-11-08,10.987500,11.277500,10.767500,11.257500,55394689.000000,0.024573,104.830000,105.230000,102.860000,104.600000,4330600.000000,-0.002194,13.032900,13.228600,12.807100,12.924300,4538702.000000,-0.008333,36.532100,36.882100,35.872100,36.782100,61628414.000000,0.006843
2011-11-09,10.747500,10.827500,10.307500,10.347500,55724861.000000,-0.037218,101.550000,102.590000,98.510000,99.590000,5494800.000000,-0.019301,12.714300,12.920000,12.571400,12.578600,4088107.000000,-0.010673,35.622100,35.732100,34.532100,34.712100,66126773.000000,-0.025546
2011-11-10,10.647500,10.757500,10.247500,10.567500,45237147.000000,-0.007514,100.930000,102.120000,99.220000,100.700000,3881600.000000,-0.002279,12.755700,12.900000,12.120000,12.160000,5648052.000000,-0.046701,35.302100,35.322100,34.132100,34.682100,64472742.000000,-0.017563
2011-11-11,10.817500,11.407500,10.807500,11.357500,43113808.000000,0.049919,102.620000,105.180000,102.490000,104.730000,3665300.000000,0.020561,12.271400,12.564300,11.957100,12.535700,5427524.000000,0.021538,35.182100,35.922100,35.102100,35.752100,48182685.000000,0.016201
2011-11-14,11.287500,11.407500,10.987500,11.137500,40051407.000000,-0.013289,106.520000,107.190000,104.200000,104.700000,6038600.000000,-0.017086,12.570000,12.585700,12.207100,12.245700,2898224.000000,-0.025800,35.592100,35.912100,35.182100,35.392100,44252123.000000,-0.005619
2011-11-15,11.167500,11.967500,11.127500,11.847500,76944775.000000,0.060891,104.840000,107.320000,102.990000,106.100000,4585300.000000,0.012018,12.164300,12.435700,12.071400,12.325700,3028387.000000,0.013268,35.242100,36.262100,35.162100,36.032100,51515046.000000,0.022416
2011-11-16,11.637500,11.997500,11.387500,11.447500,73707335.000000,-0.016327,105.170000,107.250000,103.650000,103.970000,4616800.000000,-0.011410,12.351400,12.351400,11.555700,11.597100,4918032.000000,-0.061070,35.632100,36.052100,34.962100,35.072100,64747844.000000,-0.015716
2011-11-17,11.407500,11.457500,10.627500,10.847500,61195848.000000,-0.049091,104.160000,106.180000,100.740000,103.080000,5840500.000000,-0.010369,11.538600,11.571400,10.827100,10.922900,7529153.000000,-0.053360,34.922100,34.942100,33.382100,33.732100,97803660.000000,-0.034076
2011-11-18,10.677500,10.937500,10.527500,10.797500,45323327.000000,0.011239,104.060000,104.320000,102.010000,102.590000,4440900.000000,-0.014126,10.957100,11.285700,10.862900,11.151400,4958248.000000,0.017733,33.752100,33.802100,33.202100,33.302100,59590981.000000,-0.013333
2011-11-21,10.537500,10.657500,9.857500,10.077500,58119475.000000,-0.043654,100.720000,101.310000,97.350000,98.830000,5145100.000000,-0.018765,11.000000,11.425700,10.465700,10.638600,5686493.000000,-0.032855,32.582100,32.632100,31.682100,32.242100,50740801.000000,-0.010435
2011-11-22,9.887500,10.037500,9.597500,9.747500,48370648.000000,-0.014159,99.570000,100.330000,97.640000,98.660000,4178600.000000,-0.009139,9.887100,10.600000,9.857100,10.064300,15216756.000000,0.017922,32.102100,32.582100,31.772100,32.422100,51701134.000000,0.009968
2011-11-23,9.547500,9.647500,9.197500,9.207500,52164687.000000,-0.035611,98.020000,98.840000,94.870000,95.300000,4800900.000000,-0.027749,9.950000,10.110000,9.774300,9.785700,6351002.000000,-0.016513,32.012100,32.072100,31.162100,31.192100,48141862.000000,-0.025615
